Playerid,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
2673,M. Nakamba,23,Zimbabwe,73,79,Club Brugge KV,4700000,18000
2674,K. Nakamura,36,Japan,73,73,Kawasaki Frontale,1300000,7000
2675,M. Rocora,29,Chile,73,73,CD Universidad de Concepcian,2700000,4000
2676,O. Rybka,30,Ukraine,73,73,Kardemir Karabaekspor,2600000,11000
2677,M. Vejinovia,27,Netherlands,73,74,AZ Alkmaar,4500000,16000
2678,M. Al Sahlawi,30,Saudi Arabia,73,73,Al Nassr,3900000,39000
2679,F. Ceccherini,25,Italy,73,78,Crotone,4500000,12000
2680,Pietrson Mendes,33,Brazil,73,73,Associaaao Chapecoense de Futebol,2400000,17000
2681,H. Donadell,33,Chile,73,73,Universidad de Chile,2000000,10000
2682,V. Nogueira,29,France,73,73,RC Strasbourg,3800000,24000
2683,L. Siligardi,29,Italy,73,73,Parma,3900000,7000
2684,K. Laifis,24,Cyprus,73,78,Standard de Liege,4500000,13000
2685,D. Appiah,25,France,73,76,RSC Anderlecht,4100000,19000
2686,R. Gauld,21,Scotland,73,84,CD Aves,7000000,12000
2687,Rafael Martins,28,Brazil,73,73,Vitaria Guimaraes,4100000,13000
2688,C. Lawe,28,Germany,73,73,Huddersfield Town,3200000,42000
2689,J. Furch,27,Argentina,73,73,Santos Laguna,4300000,24000
2690,R. Pasveer,33,Netherlands,73,73,Vitesse,2000000,9000
2691,S. Siani,30,Cameroon,73,73,KV Oostende,3700000,17000
2692,F. Tabanou,28,France,73,73,En Avant de Guingamp,3200000,22000
2693,F. Silva,31,Chile,73,73,Cruz Azul,3400000,29000
2694,S. Gumus,23,Turkey,73,79,Galatasaray SK,5500000,43000
2695,S. Muwashar,28,Saudi Arabia,73,73,Al Ahli,4000000,38000
2696,Jaim Abra,25,Brazil,73,73,Vitaria ,2900000,10000
2697,N. Bendtner,29,Denmark,73,73,Rosenborg BK,4000000,10000
2698,J. Delaplace,31,France,73,73,SM Caen,3400000,23000
2699,Lucas Piazon,23,Brazil,73,78,Fulham,5500000,75000
2700,Miguel Flano,32,Spain,73,73,CA Osasuna,2300000,10000
2701,Fabio Pacheco,29,Portugal,73,73,CS Maraetimo,3100000,10000
2702,P. McShane,31,Republic of Ireland,73,73,Reading,2700000,31000
2703,L. Castaignos,24,Netherlands,73,77,Vitesse,5500000,15000
2704,M. Uribe,26,Colombia,73,74,Club Amarica,4600000,48000
2705,Freder Cabral,25,Brazil,73,73,Sport Club do Recife,2900000,12000
2706,Mateus,33,Angola,73,73,Boavista FC,2400000,10000
2707,Idris,32,Senegal,73,73,Boavista FC,2300000,9000
2708,D. Barreto,35,Paraguay,73,73,,0,0
2709,A. Toura,21,Mali,73,81,AS Monaco,5000000,22000
2710,T. Lees,26,England,73,74,Sheffield Wednesday,3900000,47000
2711,Rodrigo Galo,30,Brazil,73,73,AEK Athens,2900000,1000
2712,E. Krafth,22,Sweden,73,80,Bologna,4700000,36000
2713,J. Correa,22,Argentina,73,82,Sevilla FC,6000000,14000
2714,Diego Gonzalez,22,Spain,73,83,Malaga CF,5500000,18000
2715,R. Jack,25,Scotland,73,75,Rangers,4100000,42000
2716,Haldon,28,Cape Verde,73,73,Vitaria Guimaraes,4000000,17000
2717,L. Jara,26,Argentina,73,76,Boca Juniors,4100000,21000
2718,G. Fernandez,33,Argentina,73,73,Estudiantes de La Plata,2400000,17000
2719,J. Hayes,29,Republic of Ireland,73,73,Celtic,3900000,50000
2720,F. Kudryashov,30,Russia,73,73,Rubin Kazan,3000000,37000
2721,Doda,25,Brazil,73,75,Sampdoria,4900000,50000
2722,S. Zoller,26,Germany,73,76,1. FC Kaln,5000000,35000
2723,I. Kutepov,23,Russia,73,81,Spartak Moscow,5000000,40000
2724,Hermoso,22,Spain,73,81,RCD Espanyol,5000000,21000
2725,R. Noir,30,Argentina,73,73,Racing Club de Avellaneda,3800000,21000
2726,M. Bolanos,27,Ecuador,73,74,Club Tijuana,4600000,22000
2727,J. Pelupessy,24,Netherlands,73,77,Heracles Almelo,4400000,9000
2728,R. Dartas,33,Chile,73,73,Unian Espanola,1500000,6000
2729,J. St. Juste,20,Netherlands,73,82,Feyenoord,5500000,11000
2730,Elias Fontoira,33,Brazil,73,73,Vitaria ,1600000,13000
2731,L. Crisetig,24,Italy,73,77,Bologna,5000000,40000
2732,A. Kruiswijk,32,Netherlands,73,73,Vitesse,2300000,12000
2733,R. Benzar,25,Romania,73,77,,0,0
2734,A. Pritchard,24,England,73,79,Norwich City,5500000,31000
2735,R. Philippoteaux,29,France,73,73,AJ Auxerre,3900000,10000
2736,B. Assombalonga,24,DR Congo,73,74,Middlesbrough,4900000,18000
2737,S. Pocognoli,29,Belgium,73,73,Standard de Liege,3000000,16000
2738,C. Moritz,27,Germany,73,73,1. FC Kaiserslautern,4100000,14000
2739,M. Urruti,26,Argentina,73,74,FC Dallas,4800000,10000
2740,D. Ciofani,31,Italy,73,73,Frosinone,3600000,6000
2741,W. Katsande,31,Zimbabwe,73,73,Kaizer Chiefs,2700000,1000
2742,L. Ayling,25,England,73,75,Leeds United,4000000,30000
2743,M. Caire,28,Argentina,73,73,Club Atlatico Tigre,3200000,14000
2744,K. Saief,23,United States,73,78,KAA Gent,5500000,19000
2745,G. Cunningham,26,Republic of Ireland,73,74,Preston North End,3800000,15000
2746,Marcos Paneira,29,Brazil,73,73,Sociedade Esportiva Palmeiras,3100000,31000
2747,M. Lustig,30,Sweden,73,73,Celtic,2900000,44000
2748,K. Bartley,26,England,73,75,Swansea City,4000000,52000
2749,A. Rudnevs,29,Latvia,73,73,1. FC Kaln,4000000,36000
2750,G. Alcoba,32,Uruguay,73,73,U.N.A.M.,2300000,20000
2751,K. Monnet-Paquet,28,France,73,73,AS Saint-Etienne,4000000,37000
2752,R. Yabo,25,Germany,73,75,FC Red Bull Salzburg,4900000,29000
2753,C. Njie,23,Cameroon,73,78,Olympique de Marseille,5500000,26000
2754,E. Kalinski,30,Argentina,73,73,Club Tijuana,3700000,22000
2755,Koo Ja Ryong,25,Korea Republic,73,77,Suwon Samsung Bluewings,4300000,9000
2756,N. Sanchez,31,Argentina,73,73,Monterrey,2700000,44000
2757,V. Forren,29,Norway,73,73,Molde FK,3100000,8000
2758,M. Bianchetti,24,Italy,73,76,Hellas Verona,4300000,20000
2759,F. Diedhiou,24,Senegal,73,77,Bristol City,5500000,40000
2760,F. Novak,27,Czech Republic,73,74,FC Midtjylland,3700000,25000
2761,Lucas Lima,25,Brazil,73,75,FC Nantes,4000000,20000
2762,Somalia,28,Brazil,73,73,Toulouse FC,4000000,29000
2763,M. Santos,24,Uruguay,73,79,Real Sporting de Gijan,5500000,22000
2764,S. Ascacibar,20,Argentina,73,86,VfB Stuttgart,7000000,17000
2765,F. Ronnow,24,Denmark,73,78,Brondby IF,3900000,12000
2766,A. Fransson,23,Sweden,73,82,FC Basel,5500000,27000
2767,Muriel,30,Brazil,73,73,CF Os Belenenses,2600000,6000
2768,A. Uchida,29,Japan,73,73,1. FC Union Berlin,3000000,30000
2769,F. Di Francesco,23,Italy,73,81,Bologna,6000000,44000
2770,Juli Piresinho,29,Brazil,73,73,Clube Atlatico Paranaense,3000000,15000
2771,Susaeta,32,Spain,73,73,Albacete Balompia,3100000,10000
2772,Fausto Tienza,27,Spain,73,74,CA Osasuna,4500000,11000
2773,Vinicius Cardenha,25,Brazil,73,73,Associaaao Atlatica Ponte Preta,3500000,15000
2774,C. Gardner,30,England,73,73,Birmingham City,3700000,29000
2775,Osmar,29,Spain,73,73,FC Seoul,3100000,9000
2776,Y. Nagatomo,30,Japan,73,73,Inter,2900000,47000
2777,O. Sorg,27,Germany,73,73,Hannover 96,3300000,33000
2778,L. Vacha,28,Czech Republic,73,73,Sparta Praha,3200000,1000
2779,V. Belec,27,Slovenia,73,75,Benevento Calcio,3200000,20000
2780,H. Gombez,33,Chile,73,73,Santiago Wanderers,1600000,6000
2781,G. Dorrans,30,Scotland,73,73,Rangers,3700000,48000
2782,Alberto,32,Spain,73,73,Rayo Vallecano,2300000,17000
2783,J. Obi,26,Nigeria,73,76,Torino,4900000,39000
2784,C. Hourihane,26,Republic of Ireland,73,74,Aston Villa,4600000,35000
2785,B. Kuwas,24,Netherlands,73,76,Heracles Almelo,5000000,11000
2786,S. Elana,36,France,73,73,GFC Ajaccio,550000,4000
2787,E. Benaetez,29,Paraguay,73,73,Querataro,3900000,13000
2788,K. Coulibaly,25,Mali,73,76,FC Nantes,5000000,24000
2789,L. Trossard,22,Belgium,73,79,KRC Genk,5500000,15000
2790,A. Tuanzebe,19,England,73,84,Manchester United,6000000,44000
2791,B. Myhill,34,Wales,73,73,West Bromwich Albion,1600000,42000
2792,M. Rovero,25,Chile,73,73,CD Universidad de Concepcian,3500000,5000
2793,Wellington Sabrao,33,Brazil,73,73,Associaaao Atlatica Ponte Preta,1600000,16000
2794,Jason,22,Spain,73,81,Levante UD,6000000,20000
2795,E. Sviatchenko,25,Denmark,73,75,Celtic,4100000,42000
2796,A. Rojas,31,Argentina,73,73,River Plate,3400000,21000
2797,C. Buchtmann,25,Germany,73,76,FC St. Pauli,4900000,18000
2798,Joselu,26,Spain,73,76,Granada CF,5000000,12000
2799,J. Perbet,32,France,73,73,KV Kortrijk,3200000,24000
2800,V. Bystrov,33,Russia,73,73,FC Tosno,2400000,24000
2801,S. Pellissier,38,Italy,73,73,Chievo Verona,1400000,14000
2802,G. Fabianos,33,Chile,73,73,CD Antofagasta,1600000,5000
2803,K. Amian Adou,19,France,73,86,Toulouse FC,6500000,13000
2804,T. Sippel,29,Germany,73,73,Borussia Manchengladbach,2700000,25000
2805,G. Fernandez,25,Argentina,73,78,Godoy Cruz,5000000,14000
2806,M. Kanazaki,28,Japan,73,73,Kashima Antlers,4100000,15000
2807,Castro,29,Portugal,73,73,Gaztepe,3900000,19000
2808,L. Fuentes,30,Mexico,73,73,Monterrey,2900000,20000
2809,Lee Jae Sung,28,Korea Republic,73,73,Jeonbuk Hyundai Motors,3200000,12000
2810,A. Ring,26,Finland,73,77,New York City Football Club,4300000,8000
2811,A. Isaksson,35,Sweden,73,73,DjurgAyrdens IF,950000,4000
2812,Osvaldo Lodeiro,29,Brazil,73,73,Clube Atlatico Paranaense,3100000,15000
2813,N. Douchez,37,France,73,73,RC Lens,270000,5000
2814,E. Munoz,26,Argentina,73,76,CD Leganas,4200000,21000
2815,C. Molinaro,33,Italy,73,73,Torino,1500000,36000
2816,Orlando Sa,29,Portugal,73,73,Standard de Liege,4000000,19000
2817,O. Martaenez,31,Paraguay,73,73,Santos Laguna,3400000,22000
2818,Guitian,26,Spain,73,76,Real Valladolid,4200000,10000
2819,H. Kekana,32,South Africa,73,73,,0,0
2820,D. Senderan,33,Chile,73,73,Colo-Colo,1600000,7000
2821,Fabiano Sonta,25,Brazil,73,73,Clube Atlatico Paranaense,3500000,14000
2822,M. Coutadeur,31,France,73,73,AC Ajaccio,3400000,8000
2823,F. Daeaz,33,Colombia,73,73,,0,0
2824,R. McCormack,30,Scotland,73,73,Aston Villa,3900000,38000
2825,R. Danza,30,France,73,73,Stade Rennais FC,2900000,21000
2826,Clerc,25,Spain,73,76,CA Osasuna,4100000,10000
2827,F. Dionisi,30,Italy,73,73,Frosinone,3900000,6000
2828,S. Perica,21,Croatia,73,81,Udinese,6000000,23000
2829,Luaes Auralio,28,Portugal,73,73,CD Feirense,4000000,12000
2830,J. Djourou,30,Switzerland,73,73,Antalyaspor,3000000,17000
2831,Ruban Garcia,23,Spain,73,79,Real Sporting de Gijan,5500000,20000
2832,Ailton Valpaaos,25,Brazil,73,73,Cruzeiro,3500000,24000
2833,Park Joo Ho,30,Korea Republic,73,73,Borussia Dortmund,2900000,42000
2834,S. Petrov,26,Russia,73,75,FC Krasnodar,3900000,35000
2835,R. Donk,31,Netherlands,73,73,Galatasaray SK,2700000,45000
2836,W. Janssen,30,Netherlands,73,73,FC Utrecht,3000000,12000
2837,D. Florada,33,Chile,73,73,Unian Espanola,2400000,7000
2838,A. Lazaar,25,Morocco,73,78,Benevento Calcio,4400000,50000
2839,M. Fritzler,30,Argentina,73,73,Colon de Santa Fe,3000000,12000
2840,D. Montenegro,38,Argentina,73,73,Club Atlatico Huracan,1300000,11000
2841,B. Bereszynski,24,Poland,73,76,Sampdoria,4200000,26000
2842,O. Nyland,26,Norway,73,77,FC Ingolstadt 04,3600000,17000
2843,U. Spajic,24,Serbia,73,78,RSC Anderlecht,4500000,18000
2844,R. Keogh,30,Republic of Ireland,73,73,Derby County,3000000,47000
2845,S. Garcaea,28,Argentina,73,73,Deportivo Toluca,3200000,17000
2846,Tocha,34,Spain,73,73,Real Oviedo,2100000,12000
2847,J. Fabbro,35,Paraguay,73,73,Lobos de la BUAP,1800000,7000
2848,D. Tiendalli,31,Netherlands,73,73,Oxford United,2600000,11000
2849,J. Pereira,30,Mexico,73,73,Guadalajara,3000000,44000
2850,S. Prcia,23,Bosnia Herzegovina,73,77,Stade Rennais FC,4400000,18000
2851,Andra Ramalho,25,Brazil,73,77,Bayer 04 Leverkusen,4300000,38000
2852,J. Duque,30,Colombia,73,73,Asociacion Deportivo Cali,3900000,24000
2853,Jorge Carvallinho,33,Brazil,73,73,Botafogo de Futebol e Regatas,1600000,17000
2854,Edgar Ia,23,Portugal,73,80,LOSC Lille,4800000,30000
2855,J. Moreira,27,Paraguay,73,74,River Plate,3700000,19000
2856,A. Esswein,27,Germany,73,73,Hertha BSC Berlin,4200000,27000
2857,J. Brabec,24,Czech Republic,73,77,KRC Genk,4400000,13000
2858,I. Sarr,19,Senegal,73,85,Stade Rennais FC,7000000,13000
2859,M. Motta,31,Italy,73,73,UD Almeraea,2600000,10000
2860,J. van Overeem,23,Netherlands,73,77,AZ Alkmaar,5000000,10000
2861,Mata,28,Spain,73,73,Real Valladolid,4100000,12000
2862,I. Lewczuk,32,Poland,73,73,Girondins de Bordeaux,2300000,34000
2863,F. Kroos,26,Germany,73,76,1. FC Union Berlin,4200000,28000
2864,D. Escalonas,33,Chile,73,73,Unian Espanola,1600000,6000
2865,Welinton,28,Brazil,73,74,Alanyaspor,3600000,15000
2866,L. Pokorny,23,Czech Republic,73,79,Montpellier Harault SC,4700000,20000
2867,Oriol Riera,30,Spain,73,73,Western Sydney Wanderers,3900000,12000
2868,Robson Denho,25,Brazil,73,73,Cruzeiro,3500000,24000
2869,J. Gandolfi,36,Argentina,73,73,Talleres de Cordoba,550000,10000
2870,A. Bukharov,32,Russia,73,73,FC Rostov,3200000,35000
2871,Xeka,22,Portugal,73,81,Dijon FCO,6000000,33000
2872,M. Rosenberg,34,Sweden,73,73,Malma FF,2100000,8000
2873,G. Caprari,23,Italy,73,80,Sampdoria,5500000,31000
2874,G. Hauche,30,Argentina,73,73,Deportivo Toluca,3900000,20000
2875,M. Coldado,29,Chile,73,73,CD Antofagasta,3100000,5000
2876,M. Banguera,31,Ecuador,73,73,,0,0
2877,A. Westwood,27,England,73,74,Burnley,4500000,48000
2878,C. Ciano,27,Italy,73,73,Frosinone,4200000,6000
2879,A. Andrade,28,Colombia,73,73,Club Lean,4000000,30000
2880,Costinha,24,Portugal,73,78,Vitaria Setabal,5500000,8000
2881,T. Kuszczak,35,Poland,73,73,Birmingham City,950000,14000
2882,G. Milanov,25,Bulgaria,73,75,CSKA Moscow,4900000,38000
2883,Pedro Rocha,22,Brazil,73,82,Spartak Moscow,6000000,49000
2884,R. Gurtner,30,France,73,73,Amiens SC Football,2600000,14000
2885,Samir,22,Brazil,73,80,Udinese,4700000,20000
2886,W. Anton,20,Germany,73,83,Hannover 96,5500000,25000
2887,D. Kombarov,30,Russia,73,73,Spartak Moscow,2900000,47000
2888,J. GuImundsson,26,Iceland,73,74,Burnley,4700000,48000
2889,M. Jajalo,29,Bosnia Herzegovina,73,73,Palermo,3800000,5000
2890,H. Mukhtar,22,Germany,73,84,Brondby IF,7000000,18000
2891,Bustinza,25,Spain,73,77,CD Leganas,4300000,20000
2892,F. Berrier,33,France,73,73,KV Oostende,2400000,17000
2893,Garson Noalha,29,Brazil,73,73,Associaaao Chapecoense de Futebol,4000000,20000
2894,Bernardo,22,Brazil,73,81,RB Leipzig,5000000,40000
2895,M. Amalfitano,32,France,73,73,Stade Rennais FC,3100000,23000
2896,T. Elyounoussi,29,Norway,73,73,,0,0
2897,A. Gerndt,30,Sweden,73,73,FC Lugano,3900000,11000
2898,O. Vizcarrondo,33,Venezuela,73,73,ES Troyes AC,1600000,21000
2899,M. Gamez,20,Uruguay,73,81,RC Celta de Vigo,6000000,20000
2900,I. Saadi,25,France,73,77,RC Strasbourg,5000000,24000
2901,F. Klaus,24,Germany,73,76,Hannover 96,5000000,32000
2902,O. Kayode,24,Nigeria,73,77,Girona CF,5500000,89000
2903,Jorge Molina,35,Spain,73,73,Getafe CF,1800000,19000
2904,B. Nieuwkoop,22,Turkey,73,78,Feyenoord,5500000,15000
2905,M. Fraga,29,Mexico,73,73,Club Atlas,2700000,17000
2906,O. Kaya,31,Belgium,73,73,SV Zulte-Waregem,3500000,17000
2907,F. Coloccini,35,Argentina,73,73,San Lorenzo de Almagro,950000,14000
2908,K. Mahwald,23,Germany,73,78,1. FC Nurnberg,5500000,12000
2909,D. Silva,30,Colombia,73,73,CD Los Millionarios Bogota,3700000,5000
2910,F. Ceravolo,30,Italy,73,73,Parma,3900000,30000
2911,A. Rodraeguez,28,Colombia,73,73,Deportes Tolima,4100000,2000
2912,J. Garalski,24,Poland,73,77,,0,0
2913,R. Boffin,29,Belgium,73,73,Antalyaspor,2700000,15000
2914,J. Palomino,27,Argentina,73,75,Atalanta,3900000,24000
2915,A. Ulmer,31,Austria,73,73,FC Red Bull Salzburg,2600000,28000
2916,J. Pied,28,France,73,73,Southampton,3200000,64000
2917,L. De Bock,24,Belgium,73,76,Club Brugge KV,4200000,18000
2918,M. van der Hoorn,24,Netherlands,73,77,Swansea City,4400000,45000
2919,C. Mayada,26,Uruguay,73,73,River Plate,3400000,19000
2920,M. Lazzari,23,Italy,73,80,Ferrara (SPAL),5500000,13000
2921,H. Gonzalez,26,Mexico,73,76,Monterrey,3500000,36000
2922,F. Ogude,29,Nigeria,73,73,Amkar Perm,3100000,21000
2923,G. Laborde,23,France,73,79,Girondins de Bordeaux,5500000,36000
2924,W. Zimmerman,24,United States,73,78,FC Dallas,4500000,7000
2925,S. Arfield,28,Canada,73,73,Burnley,4000000,51000
2926,A. Gonzalez,22,Mexico,73,80,Monterrey,5500000,42000
2927,O. Veigneau,31,France,73,73,Kasimpasa SK,2600000,14000
2928,S. Barreiro,23,Colombia,73,81,Club Atlas,5000000,17000
2929,Gus Outomouro,33,Brazil,73,73,Fluminense Football Club,2500000,38000
2930,C. Doukoura,24,Ivory Coast,73,79,Levante UD,4700000,18000
2931,F. Sambueza,28,Argentina,73,73,Asociacion Deportivo Cali,4000000,4000
2932,F. Rinaudo,30,Argentina,73,73,Gimnasia y Esgrima La Plata,3000000,15000
2933,S. Schrijvers,20,Belgium,73,81,KRC Genk,6000000,13000
2934,J. Plasil,35,Czech Republic,73,73,Girondins de Bordeaux,1700000,28000
2935,A. Smithies,27,England,73,75,Queens Park Rangers,3200000,21000
2936,A. Barboza,22,Argentina,73,83,River Plate,5500000,16000
2937,T. Davies,19,England,73,85,Everton,7000000,46000
2938,S. Lung Jr.,28,Romania,73,75,Kayserispor,3300000,12000
2939,E. Ofori,22,Ghana,73,81,VfB Stuttgart,6000000,21000
2940,D. Gibson,29,Republic of Ireland,73,73,Sunderland,3800000,12000
2941,G. Hooper,29,England,73,73,Sheffield Wednesday,4000000,58000
2942,F. Santander,26,Paraguay,73,76,FC Kobenhavn,5000000,23000
2943,N. Faellkrug,24,Germany,73,77,Hannover 96,5500000,35000
2944,Leandro Vivenao,29,Brazil,73,73,Sociedade Esportiva Palmeiras,4000000,37000
2945,A. Ramaerez,36,Colombia,73,73,Atletico Nacional Medellin,1300000,5000
2946,S. Dewaest,26,Belgium,73,76,KRC Genk,4200000,15000
2947,T. Monconduit,26,France,73,75,Amiens SC Football,4000000,18000
2948,J. Cuero,29,Colombia,73,73,Monarcas Morelia,3900000,13000
2949,Roni,26,Brazil,73,74,CF Os Belenenses,4700000,8000
2950,J. Kluivert,18,Netherlands,73,86,Ajax,7000000,8000
2951,A. Donatti,30,Argentina,73,73,Club Tijuana,3000000,20000
2952,M. Barrios,26,Colombia,73,74,FC Dallas,4700000,9000
2953,M. Oyola,34,Ecuador,73,73,,0,0
2954,G. Rodraeguez,22,Argentina,73,77,Club Amarica,4400000,38000
2955,K. Musona,27,Zimbabwe,73,73,KV Oostende,4200000,17000
2956,Tiago,24,Brazil,73,74,Shimizu S-Pulse,4900000,35000
2957,S. Sanogo,28,Ivory Coast,73,74,BSC Young Boys,3600000,22000
2958,M. Meza,25,Argentina,73,76,Independiente,5000000,20000
2959,W. Segrado,29,Chile,73,73,CD O'Higgins,3900000,9000
2960,Vaetor Gomes,29,Portugal,73,73,CD Aves,3800000,14000
2961,M. MaA¢zou,28,Niger,73,73,RC Lens,4100000,12000
2962,David Simao,27,Portugal,73,74,Boavista FC,4500000,10000
2963,V. Le Goff,27,France,73,74,FC Lorient,3700000,8000
2964,T. Foket,22,Belgium,73,79,KAA Gent,5500000,19000
2965,E. Pulgar,23,Chile,73,79,Bologna,4700000,36000
2966,H. Menosse,30,Uruguay,73,73,Granada CF,3000000,10000
2967,Assis,26,Brazil,73,75,SC Braga,4000000,11000
2968,A. Roa,24,Colombia,73,79,Asociacion Deportivo Cali,5500000,3000
2969,A. Jedrzejczyk,29,Poland,73,73,Legia Warszawa,3000000,11000
2970,J. Howson,29,England,73,73,Middlesbrough,3800000,19000
2971,T. Sunjia,28,Bosnia Herzegovina,73,74,Dinamo Moscow,3600000,31000
2972,J. Arango,26,Colombia,73,74,CD Once Caldas Manizales,4700000,3000
2973,W. Farinez,19,Venezuela,73,87,,0,0
2974,Varela,32,Portugal,73,73,Kayserispor,3100000,17000
2975,T. Reginiussen,31,Norway,73,73,Rosenborg BK,2700000,8000
2976,J. Mercier,37,Argentina,73,73,San Lorenzo de Almagro,550000,14000
2977,Ilori,24,Portugal,73,78,Reading,4500000,27000
2978,Benjamin Meseira,33,Brazil,73,73,Santos Futebol Clube,1500000,17000
2979,M. Suttner,30,Austria,73,73,Brighton & Hove Albion,2900000,40000
2980,K. Nordfeldt,28,Sweden,73,75,Swansea City,3300000,45000
2981,J. Okore,24,Denmark,73,77,Aalborg BK,4400000,13000
2982,T. Horava,29,Czech Republic,73,73,,0,0
2983,J. Hansen,32,Denmark,73,73,FC Midtjylland,2300000,20000
2984,K. Fatai,27,Nigeria,73,74,FC Ufa,4700000,29000
2985,S. Kaya,26,Turkey,73,76,Sparta Praha,4200000,1000
2986,A. Rodraeguez,33,Peru,73,73,,0,0
2987,M. Celtejo,33,Chile,73,73,CD Universidad de Concepcian,2400000,6000
2988,Gustavo Lobateiro,29,Brazil,73,73,Sao Paulo Futebol Clube,3900000,29000
2989,J. Garcaea,30,Argentina,73,73,Racing Club de Avellaneda,2600000,14000
2990,Charles,23,Brazil,73,81,CS Maraetimo,4400000,6000
2991,C. Jenkinson,25,England,73,75,Birmingham City,4000000,71000
2992,K. Rekik,22,Netherlands,73,79,Hertha BSC Berlin,4700000,21000
2993,F. Cerro,29,Argentina,73,73,Rayo Vallecano,3800000,13000
2994,A. Petagna,22,Italy,73,82,Atalanta,6000000,25000
2995,G. Murray,33,England,73,73,Brighton & Hove Albion,2500000,48000
2996,Momo,34,Spain,73,73,UD Las Palmas,2000000,20000
2997,S. Mitrovic,27,Serbia,73,75,KAA Gent,3900000,19000
2998,A. Mosquera,27,Colombia,73,75,Club Lean,3900000,27000
2999,Evandro Rochedo,33,Brazil,73,73,Associaaao Atlatica Ponte Preta,2500000,19000
3000,M. Sperduti,31,Argentina,73,73,Banfield,3500000,16000
3001,S. Deli,25,Ivory Coast,73,77,,0,0
3002,D. Cure,27,Venezuela,73,73,AÅguilas Doradas,4200000,3000
3003,M. Diama,30,Senegal,73,73,Newcastle United,3800000,59000
3004,L. Chichizola,27,Argentina,73,75,UD Las Palmas,3200000,15000
3005,H. Traora,25,Mali,73,76,Stade Rennais FC,4100000,20000
3006,D. Mesbah,32,Algeria,73,73,FC Lausanne-Sports,2200000,12000
3007,Crespo,30,Spain,73,73,PAOK Thessaloniki,3000000,1000
3008,T. Hubocan,31,Slovakia,73,73,Trabzonspor,2700000,25000
3009,A. Ionov,28,Russia,73,73,FC Rostov,4000000,34000
3010,R. Kambolov,27,Russia,73,75,Rubin Kazan,3900000,37000
3011,Michel Cruceiro,25,Brazil,73,73,Clube Atlatico Mineiro,3500000,28000
3012,M. Tekdemir,29,Turkey,73,73,Istanbul Basaksehir FK,3100000,24000
3013,Javi Castellano,29,Spain,73,73,UD Las Palmas,3100000,19000
3014,G. Loria,31,Georgia,73,73,FC Anzhi Makhachkala,2400000,17000
3015,P. Olkowski,27,Poland,73,74,1. FC Kaln,3700000,29000
3016,D. Quintero,29,Colombia,73,73,Club Amarica,4000000,55000
3017,M. Jimanez,29,Chile,73,73,Unian Espanola,4000000,7000
3018,Luiz Araajo,21,Brazil,73,82,LOSC Lille,6000000,33000
